1	61	77253AEF-8883-4E76-97AA-7B7DAC21A2CD	2004-10-13 11:15:06.967
2	234	7FA5FF71-E97B-457D-B7C4-88FB6566DC40	2004-10-13 11:15:06.967
3	224	3C915B31-7C05-4A05-9859-0DF663677240	2004-10-13 11:15:06.967
4	11387	3DC70CC4-3AE8-424F-8B1F-481C5478E941	2004-10-13 11:15:06.967
5	1	8AA698FC-090F-42EE-A197-2E7F7394D9F1	2004-10-13 11:15:06.967
6	214	9CD92F26-342B-4AF0-80E3-23FA079912B5	2004-10-13 11:15:06.967
7	92	F306C391-0D6B-43AE-9629-E50F56C01EC1	2004-10-13 11:15:06.967
8	240	57A0819C-5D99-4D72-9340-653A14FEFC8A	2004-10-13 11:15:06.967
9	190	C0ED2F68-937B-4594-9459-581AC53C98E3	2004-10-13 11:15:06.967
10	56	80AD19F1-7D70-4FD6-864B-F0B3095188DD	2004-10-13 11:15:06.967
11	286	4CA1686A-A7DF-4BD8-9D7D-82A63210208A	2004-10-13 11:15:06.967
12	293	84AE7057-EDF4-4C51-8B8D-3AEAEFBFB4A1	2004-10-13 11:15:06.967
13	153	7F0ACDD9-B2F2-4B03-BD77-44DF601BC1DC	2004-10-13 11:15:06.967
14	131	8BEEDDC2-181A-44A4-B186-3BF537E8A7FE	2004-10-13 11:15:06.967
15	71	23EF0683-F215-4970-B3DD-17020D16A828	2004-10-13 11:15:06.967
16	77	FE9A5496-A871-43C1-ABD7-7E598F1231C9	2004-10-13 11:15:06.967
17	48	A66186AA-81E9-45D7-AF56-264973870589	2004-10-13 11:15:06.967
18	97	407AA175-5AAD-4B23-9F82-9AABD6792F3D	2004-10-13 11:15:06.967
19	208	ACA1671B-9214-4A40-B412-B130A34578BA	2004-10-13 11:15:06.967
20	231	9C0AA21A-3223-46ED-9A07-8E33D3D12800	2004-10-13 11:15:06.967
21	166	ECEF25E5-6589-4095-9C0C-877DF9295370	2004-10-13 11:15:06.967
22	169	252180AC-CA62-409A-8E25-F4F1DF48F687	2004-10-13 11:15:06.967
23	156	F1BFEF01-E05A-458E-82A0-9EFC106A58F4	2004-10-13 11:15:06.967
24	45	F4416504-45DD-4A49-ABC5-503E72A76203	2004-10-13 11:15:06.967
25	121	73D8C6DD-A895-4DBC-9B25-ED599D49D50F	2004-10-13 11:15:06.967
26	62	0EF4C6E1-8AAC-4A88-AF2F-0701014D3941	2004-10-13 11:15:06.967
27	157	437683A4-AC2C-44F1-9CF7-B63901F470F0	2004-10-13 11:15:06.967
28	270	B7B87FD1-BA69-44AA-8191-2366382BABB1	2004-10-13 11:15:06.967
29	119	BEE6017F-0AE1-4050-90F4-84B09FB08006	2004-10-13 11:15:06.967
