1	1	AW00000001	S	3F5AE95E-B87D-4AED-95B4-C3797AFCB74F	2004-10-13 11:15:07.263
2	1	AW00000002	S	E552F657-A9AF-4A7D-A645-C429D6E02491	2004-10-13 11:15:07.263
3	4	AW00000003	S	130774B1-DB21-4EF3-98C8-C104BCD6ED6D	2004-10-13 11:15:07.263
4	4	AW00000004	S	FF862851-1DAA-4044-BE7C-3E85583C054D	2004-10-13 11:15:07.263
5	4	AW00000005	S	83905BDC-6F5E-4F71-B162-C98DA069F38A	2004-10-13 11:15:07.263
6	4	AW00000006	S	1A92DF88-BFA2-467D-BD54-FCB9E647FDD7	2004-10-13 11:15:07.263
7	1	AW00000007	S	03E9273E-B193-448E-9823-FE0C44AEED78	2004-10-13 11:15:07.263
8	5	AW00000008	S	801368B1-4323-4BFA-8BEA-5B5B1E4BD4A0	2004-10-13 11:15:07.263
9	5	AW00000009	S	B900BB7F-23C3-481D-80DA-C49A5BD6F772	2004-10-13 11:15:07.263
10	6	AW00000010	S	CDB6698D-2FF1-4FBA-8F22-60AD1D11DABD	2004-10-13 11:15:07.263
11	6	AW00000011	S	750F3495-59C4-48A0-80E1-E37EC60E77D9	2004-10-13 11:15:07.263
12	6	AW00000012	S	947BCAF1-1F32-44F3-B9C3-0011F95FBE54	2004-10-13 11:15:07.263
13	7	AW00000013	S	B0FA5854-2511-439B-A7AC-50C9C460B175	2004-10-13 11:15:07.263
14	8	AW00000014	S	2F96BEDC-723D-468F-834B-B2B8AE79C849	2004-10-13 11:15:07.263
15	9	AW00000015	S	0340737B-D4FA-4795-93AA-CAEB8371BCF9	2004-10-13 11:15:07.263
16	10	AW00000016	S	C9381589-D31C-4EFE-8978-8D3449EB1F0F	2004-10-13 11:15:07.263
17	5	AW00000017	S	34DB417F-1E0B-4408-9FF6-987E59D0D73C	2004-10-13 11:15:07.263
18	3	AW00000018	S	C04D6B4D-94C6-4C5C-A44C-B449C0AC1B45	2004-10-13 11:15:07.263
19	1	AW00000019	S	69AE5D43-31BE-4B76-BFBB-5A23C4788BBC	2004-10-13 11:15:07.263
20	1	AW00000020	S	E010C10A-F1C3-4BBA-81CA-A7E083350400	2004-10-13 11:15:07.263
21	4	AW00000021	S	564E0B42-4609-43DE-9881-914DA433D82D	2004-10-13 11:15:07.263
22	3	AW00000022	S	9774AED6-D673-412D-B481-2573E470B478	2004-10-13 11:15:07.263
23	4	AW00000023	S	733F8250-3251-4C2A-8C85-C285BB76B7B4	2004-10-13 11:15:07.263
24	4	AW00000024	S	C111E51D-178D-4DBD-A6FF-F1CCBF4B1AAD	2004-10-13 11:15:07.263
25	4	AW00000025	S	31D03546-FB2A-4488-890E-4709A659E3F0	2004-10-13 11:15:07.263
26	5	AW00000026	S	FD4898DE-D128-4719-8C74-9F77605AAC4A	2004-10-13 11:15:07.263
27	5	AW00000027	S	CACA5149-D799-473B-847F-83F3613D3D1F	2004-10-13 11:15:07.263
28	6	AW00000028	S	9B8A04A4-D909-4F49-B1C5-3DE317D69B2A	2004-10-13 11:15:07.263
29	6	AW00000029	S	ECA7C8FA-490B-4B97-9C32-043C90F789E8	2004-10-13 11:15:07.263
30	6	AW00000030	S	2B15DFB1-831E-49E7-B337-395798B129E7	2004-10-13 11:15:07.263
31	7	AW00000031	S	EFFA209A-A110-4F94-887D-E50E44FB06EA	2004-10-13 11:15:07.263
32	8	AW00000032	S	B9A28813-542A-4FBF-AE79-BAD64A5E133B	2004-10-13 11:15:07.263
33	9	AW00000033	S	E6D92B96-FA82-41C0-8945-66A8A5EC017B	2004-10-13 11:15:07.263
34	10	AW00000034	S	9EDDA794-7862-4FF4-B8E2-528847CAB2BD	2004-10-13 11:15:07.263
35	2	AW00000035	S	8D74B6B9-6C96-44A5-BEC4-0E9736D191BE	2004-10-13 11:15:07.263
36	2	AW00000036	S	53C0491D-8AE8-4B16-A830-2078FDDF46AD	2004-10-13 11:15:07.263
37	1	AW00000037	S	C6EBB29A-CC67-459C-90E3-339E0F912906	2004-10-13 11:15:07.263
38	1	AW00000038	S	E5EDA3F3-4EF1-4806-BD36-E61F3CB2E044	2004-10-13 11:15:07.263
39	3	AW00000039	S	6808B1ED-3C9A-401D-B284-9AC31166D9EB	2004-10-13 11:15:07.263
40	4	AW00000040	S	AA5E28F6-16C8-4D80-894E-17531F2CF972	2004-10-13 11:15:07.263
41	4	AW00000041	S	E1BA20ED-DA19-4392-A8A8-C2E670438FFB	2004-10-13 11:15:07.263
42	4	AW00000042	S	64ACD300-337D-4D39-A2C4-FD5972611934	2004-10-13 11:15:07.263
